Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,PCL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PCLN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PCP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PDCO,0,0,0,0,1870000000.0,2480000000.0,22.03,13.34,5.48,0.34,1.23,0.45,9.69,1.5,3.11,3.22,5.63,5570000000.0,60.1,2.6,1190000000.0,256370000.0,83630000.0,0.89,33.7,95650000.0,1.03,752510000.0,50.83,1.83,15.89,48160000.0,375120000.0,1.56,21.98,22.11,1020000.0,95060000.0,83170000.0,12.49,97.69,13410000.0,8.58,18.58,12770000.0
0,0,PEG,0,0,0,0,30090000000.0,45650000000.0,19.14,17.16,3.75,3.05,2.03,4.63,12.27,16.03,23.79,3.31,10.93,9860000000.0,19.56,5.7,3460000000.0,3720000000.0,1580000000.0,3.11,25.4,66000000.0,0.13,15540000000.0,104.91,0.68,29.39,2990000000.0,-1480000000.0,0.41,60.04,58.3,2100000.0,505430000.0,504580000.0,0.09,72.15,8840000.0,4.0,1.76,8109999.999999999
0,0,PEP,0,0,0,0,183470000000.0,212620000000.0,14.53,21.98,6.23,2.81,13.16,3.25,16.59,19.59,16.28,8.64,105.87,65340000000.0,46.42,2.2,35280000000.0,12820000000.0,12800000000.0,9.03,11.8,3580000000.0,2.56,32659999999.999996,232.64,0.86,9.97,9720000000.0,4930000000.0,0.53,132.53,123.12,4240000.0,1400000000.0,1400000000.0,0.2,73.68,9570000.0,2.16,0.68,10130000.0
0,0,PETM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PETS,0,0,0,0,320560000.0,234780000.0,10.78,13.1,1.88,1.16,2.57,0.85,6.05,11.05,13.25,15.37,24.65,276020000.0,13.52,-8.5,95310000.0,38810000.0,30500000.0,1.48,-57.5,83400000.0,4.19,,,5.79,6.21,23140000.0,14840000.0,0.83,16.27,20.3,1880000.0,20120000.0,17450000.0,3.84,104.81,11000000.0,15.14,67.73,9700000.0
0,0,PFE,0,0,0,0,239580000000.0,274950000000.0,22.13,14.08,2.25,4.45,4.07,5.11,12.29,21.31,29.81,6.27,17.73,53860000000.0,9.3,1.6,42520000000.0,22370000000.0,11460000000.0,1.95,9.1,11700000000.0,2.1,46620000000.0,78.8,1.54,10.58,15540000000.0,5250000000.0,0.43,43.21,42.16,21780000.0,5850000000.0,5520000000.0,0.03,76.23,57720000.0,2.49,1.04,63790000.0
0,0,PFG,0,0,0,0,16899999999.999998,17990000000.0,10.98,9.83,1.67,1.12,1.33,1.19,8.74,10.46,12.28,0.45,12.48,15100000000.0,53.33,29.8,5920000000.0,2060000000.0,1580000000.0,5.53,8.3,3070000000.0,11.01,3550000000.0,26.7,2.39,45.63,5590000000.0,1500000000.0,1.5,57.76,53.57,1240000.0,278550000.0,277470000.0,0.32,73.88,8760000.0,7.87,3.58,8840000.0
0,0,PG,0,0,0,0,287780000000.0,311010000000.0,27.29,24.2,3.89,4.29,5.32,4.64,17.57,16.44,22.28,7.59,20.08,67090000000.0,26.8,1.1,33380000000.000004,17700000000.0,10770000000.0,4.2,9.3,9820000000.0,3.92,30270000000.0,54.49,0.79,21.58,15290000000.0,10320000000.0,0.34,112.45,104.06,6850000.0,2510000000.0,2510000000.0,0.08,63.42,18950000.0,2.65,0.77,22910000.0
0,0,PGR,0,0,0,0,47710000000.0,50990000000.0,14.91,14.64,3.09,1.35,3.58,1.45,10.97,9.22,12.39,5.76,26.26,35260000000.0,60.46,17.9,3460000000.0,4650000000.0,3220000000.0,5.48,39.1,1360000000.0,2.33,4410000000.0,32.51,0.35,22.82,,,0.57,81.77,74.79,2880000.0,583990000.0,580240000.0,0.69,81.99,5140000.0,1.95,0.88,5050000.0
0,0,PH,0,0,0,0,22440000000.0,26570000000.0,16.04,14.56,1.67,1.55,3.73,1.84,10.44,10.04,14.52,8.27,24.43,14460000000.0,110.33,-1.7,3580000000.0,2540000000.0,1450000000.0,10.9,12.4,1170000000.0,9.11,5300000000.0,88.12,1.56,46.85,1790000000.0,1700000000.0,1.79,168.52,169.87,128280000.0,128280000.0,127440000.0,0.4,84.61,2920000.0,3.22,2.21,3010000.0
0,0,PHM,0,0,0,0,8740000000.0,11160000000.0,9.68,8.73,2.44,0.86,1.73,1.1,8.01,9.23,13.24,8.42,19.49,10130000000.0,36.3,-3.1,2460000000.0,1390000000.0,922770000.0,3.29,-25.6,642710000.0,2.34,3070000000.0,60.57,4.95,18.44,1210000000.0,571390000.0,0.58,32.38,29.79,3590000.0,277140000.0,254330000.0,7.66,92.08,16180000.0,4.4,7.16,15090000.0
0,0,PKI,0,0,0,0,10540000000.0,12470000000.0,42.73,20.57,1.67,3.79,3.99,4.48,21.96,8.89,13.7,3.9,9.51,2780000000.0,25.16,0.7,1360000000.0,567960000.0,246890000.0,2.22,36.1,134250000.0,1.21,2069999999.9999998,78.38,1.68,23.79,320280000.0,244340000.0,1.46,95.22,92.77,110920000.0,110920000.0,101270000.0,0.85,97.8,4290000.0,6.25,6.43,4790000.0
0,0,PLD,0,0,0,0,51820000000.0,66660000000.0,30.49,56.63,-7.74,15.56,2.33,20.02,30.09,50.44,33.25,2.03,8.32,3330000000.0,5.41,22.7,2350000000.0,2210000000.0,1670000000.0,2.69,14.6,401190000.0,0.64,11370000000.0,44.12,1.37,35.28,2029999999.9999998,2020000000.0,1.07,80.94,74.03,2190000.0,630700000.0,629130000.0,0.67,97.51,6750000.0,2.88,1.41,7180000.0
0,0,PLL,0,0,0,0,71440000.0,60430000.0,,-16.41,,-21982.87,7.0,-18594.53,-6.12,0.0,303017.09,-51.55,-89.6,0.0,0.0,-53.2,,-9870000.0,-9740000.0,-1.7,,9580000.0,1.44,,,9.43,1.5,-9250000.0,-6250000.0,0.56,11.07,9.7,6670000.0,6670000.0,5980000.0,0.0,0.01,1.95,1.95,,
0,0,PM,0,0,0,0,133770000000.00002,162150000000.0,17.12,15.27,2.87,4.54,,5.51,13.47,26.58,37.58,17.16,,29450000000.0,18.93,-0.3,18870000000.0,12040000000.0,7810000000.0,5.02,5.5,4010000000.0,2.58,30600000000.0,,0.95,-7.2,8790000000.0,5670000000.0,1.0,80.52,82.25,4710000.0,1560000000.0,1550000000.0,0.18,74.69,12990000.0,2.32,0.84,10500000.0
0,0,PNC,0,0,0,0,63830000000.0,127220000000.0,12.93,11.9,2.27,3.8,1.29,7.57,,31.81,38.31,1.37,11.2,16820000000.0,36.72,0.4,16719999999.999998,,5090000000.0,11.04,1.2,5680000000.0,12.7,69020000000.0,,,110.38,,,1.19,137.65,130.07,1640000.0,451440000.0,435110000.0,0.25,83.99,4620000.0,2.62,1.02,3060000.0
0,0,PNR,0,0,0,0,6590000000.0,7810000000.0,18.44,15.14,2.42,2.24,3.65,2.65,14.59,12.54,15.4,7.1,19.1,2940000000.0,17.09,2.4,1050000000.0,535000000.0,352900000.0,2.13,175.4,80500000.0,0.48,1300000000.0,71.79,1.47,10.75,363900000.0,261440000.0,1.07,37.2,39.57,1580000.0,171890000.0,166950000.0,0.65,92.01,4390000.0,3.34,2.88,4700000.0
0,0,PNW,0,0,0,0,10330000000.0,15960000000.0,19.71,18.15,3.55,2.76,1.97,4.27,10.64,14.06,22.58,3.02,10.35,3740000000.0,33.32,6.9,1580000000.0,1500000000.0,525740000.0,4.67,456.3,6110000.0,0.05,5500000000.0,102.18,0.55,46.77,1280000000.0,239470000.0,0.15,95.1,93.28,112280000.0,112280000.0,111820000.0,0.37,87.33,4099999.9999999995,4.21,4.79,3750000.0
0,0,POM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PPG,0,0,0,0,27870000000.0,33189999999.999996,23.19,17.09,2.13,1.84,5.49,2.2,14.86,8.07,11.52,6.26,24.09,15110000000.0,63.33,-2.6,6370000000.0,2230000000.0,1210000000.0,5.09,-26.7,1020000000.0,4.32,6240000000.0,120.26,1.42,21.5,1820000000.0,1080000000.0,0.92,116.79,111.95,1260000.0,236100000.0,235940000.0,0.13,81.61,5270000.0,4.93,2.49,5680000.0
0,0,PPL,0,0,0,0,21880000000.0,44290000000.0,11.8,11.98,21.05,2.83,1.8,5.72,10.42,23.79,39.6,4.4,15.77,7740000000.0,10.88,-2.2,4269999999.9999995,4250000000.0,1840000000.0,2.57,3.1,518000000.0,0.72,22930000000.0,188.34,0.6,16.87,2730000000.0,-865120000.0,0.56,30.81,31.05,4410000.0,720990000.0,721450000.0,0.21,59.05,35590000.0,8.95,4.94,35390000.0
0,0,PRGO,0,0,0,0,7280000000.0,9810000000.0,64.12,12.51,7.92,1.55,1.28,2.09,11.71,2.43,9.1,2.34,1.92,4690000000.0,34.33,-3.5,1830000000.0,837500000.0,114100000.0,0.83,-20.9,841600000.0,6.19,3370000000.0,59.1,1.64,41.92,515100000.0,524450000.00000006,1.89,48.36,47.97,1250000.0,135990000.0,122160000.0,0.48,87.07,6990000.0,6.15,7.38,4760000.0
0,0,PRU,0,0,0,0,42070000000.0,53550000000.0,12.05,7.48,0.94,0.65,0.76,0.83,8.75,5.64,9.27,0.45,6.8,64640000000.0,155.98,9.7,17090000000.0,6120000000.0,3600000000.0,8.57,-31.6,25410000000.0,62.59,36600000000.0,66.0,0.7,135.04,22450000000.0,4230000000.0000005,1.51,100.67,97.24,1790000.0,408330000.0,404960000.0,0.23,67.17,4540000.0,2.78,1.11,4890000.0
0,0,PSA,0,0,0,0,41790000000.0,50590000000.0,27.78,30.93,1.91,14.73,8.27,17.83,25.56,61.14,52.58,8.65,19.33,2840000000.0,16.3,2.4,2080000000.0,1980000000.0,1500000000.0,8.62,6.9,217970000.0,1.25,1440000000.0,15.89,0.72,28.96,2080000000.0,1460000000.0,-0.02,243.33,223.85,174520000.0,174520000.0,148850000.0,14.73,82.45,5970000.0,7.43,4.82,5780000.0
0,0,PSX,0,0,0,0,46410000000.0,59350000000.0,8.83,9.87,-1.43,0.42,1.85,0.54,9.65,4.88,4.37,5.33,21.65,109840000000.0,238.93,-3.9,13530000000.0,6150000000.0,5350000000.0,11.59,6.3,1820000000.0,4.05,12720000000.0,46.59,1.28,55.18,6170000000.0,-486120000.0,1.06,94.66,93.46,2850000.0,453550000.0,442240000.0,0.22,72.55,5710000.0,1.94,1.26,5100000.0
0,0,PVTB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PWR,0,0,0,0,5370000000.0,6960000000.0,15.25,10.24,0.83,0.46,1.44,0.6,7.88,3.25,5.46,5.52,10.27,11560000000.0,77.02,16.1,1480000000.0,883950000.0,376220000.0,2.48,220.3,85420000.0,0.6,1680000000.0,44.97,2.0,26.2,250050000.0,-150390000.0,1.54,38.05,36.89,1280000.0,142080000.0,140810000.0,0.75,92.02,2850000.0,2.59,2.27,3140000.0
0,0,PX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PXD,0,0,0,0,22850000000.0,24200000000.0,20.25,13.13,0.39,2.46,1.87,2.61,6.93,12.38,20.18,6.57,9.72,9290000000.0,54.4,-4.1,4320000000.0,3490000000.0,1140000000.0,6.7,96.6,1300000000.0,7.74,2650000000.0,21.68,0.99,72.49,3290000000.0,-584500000.0,1.37,144.65,146.89,1610000.0,168420000.0,166810000.0,0.95,90.88,3160000.0,2.27,1.89,4560000.0
0,0,QCOM,0,0,0,0,91440000000.0,97520000000.0,39.71,14.84,0.74,4.29,23.62,4.58,14.88,11.83,23.68,6.42,18.21,21300000000.0,16.02,-4.6,12940000000.0,6550000000.0,2520000000.0,1.89,100.9,10330000000.0,8.5,16399999999.999998,424.29,1.55,3.18,2770000000.0,4940000000.0,1.64,74.04,65.66,15740000.0,1210000000.0,1210000000.0,0.09,84.94,27430000.0,2.35,2.27,18870000.0
0,0,QDEL,0,0,0,0,2340000000.0,2470000000.0,36.7,18.75,0.42,4.68,5.09,4.93,18.15,12.99,18.09,6.4,16.44,501110000.0,12.81,-12.5,319360000.0,136050000.0,65069999.99999999,1.6,-26.8,56940000.0,1.43,181940000.0,39.49,1.33,11.57,133430000.0,81630000.0,1.62,57.7,60.29,39820000.0,39820000.0,36060000.0,12.51,92.36,2170000.0,12.12,9.5,3300000.0
0,0,QEP,0,0,0,0,1150000000.0,3210000000.0,,5.95,-2.3,0.64,0.44,1.8,2.99,-60.23,-71.32,-12.16,-33.94,1780000000.0,7.53,-34.6,1350000000.0,1070000000.0000001,-1070000000.0000001,-4.536,,89900000.0,0.38,2150000000.0,81.48,0.59,11.07,734100000.0,167280000.0,1.95,6.3291,7.4783,5160000.0,238040000.0,235150000.0,1.1,109.74,16950000.0,2.85,7.17,12740000.0
0,0,R,0,0,0,0,3150000000.0,10440000000.0,11.07,9.12,0.66,0.36,1.23,1.2,4.92,3.24,8.0,3.38,10.48,8690000000.0,165.77,14.5,1620000000.0,2120000000.0,283140000.0,5.34,22.9,62790000.0,1.18,7350000000.0,286.35,0.57,48.16,1780000000.0,-1080000000.0,2.07,56.63,59.04,53300000.0,53300000.0,52110000.0,2.02,91.66,2800000.0,6.49,7.0,2610000.0
0,0,RAI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,RDC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,RF,0,0,0,0,16100000000.000002,26390000000.0,9.93,9.72,1.05,2.97,1.05,4.86,,32.33,35.23,1.24,9.63,5420000000.0,5.23,-2.7,5530000000.0,,1500000000.0,1.62,4.0,4490000000.0,4.47,13460000000.0,,,15.24,,,1.59,14.9,15.1,11010000.0,1120000000.0,1000000000.0,0.53,76.66,14170000.0,1.42,1.59,11440000.0
0,0,RHI,0,0,0,0,7250000000.0,7130000000.0,16.08,14.65,2.34,1.22,6.6,1.2,10.58,7.64,10.27,,,5930000000.0,50.25,4.1,2410000000.0,673820000.0,453220000.0,3.8,4.8,269640000.0,2.31,277290000.0,25.75,,9.26,,,1.3,57.48,61.33,1470000.0,118560000.0,113190000.0,2.78,97.78,11020000.0,6.98,10.92,11110000.0
0,0,RHT,0,0,0,0,33430000000.0,,75.05,,,,,,,,,,,,,,2860000000.0,,,,,,,,,,,,,,187.0,182.49,1750000.0,,,,,,,,
0,0,RL,0,0,0,0,8510000000.0,7540000000.0,20.89,12.8,1.27,1.35,2.61,1.19,7.74,6.83,11.19,7.31,12.78,6310000000.0,78.32,-1.5,3890000000.0,973900000.0,430900000.0,5.27,-23.5,1990000000.0,25.46,929900000.0,28.29,2.99,42.1,783800000.0,443850000.0,1.19,112.17,118.76,1090000.0,51900000.0,47380000.0,0.65,102.27,5170000.0,5.58,11.68,3960000.0
0,0,ROK,0,0,0,0,19480000000.0,20590000000.0,19.27,17.63,2.91,2.91,16.66,3.08,13.66,15.44,20.42,14.25,79.49,6690000000.0,55.89,-2.0,2870000000.0,1510000000.0,1030000000.0,8.54,31.6,913400000.0,7.81,2240000000.0,193.73,1.51,9.88,1070000000.0000001,591640000.0,1.6,160.7,169.05,1320000.0,120270000.0,116190000.0,0.65,78.03,3390000.0,4.16,2.83,2340000.0
0,0,ROP,0,0,0,0,38030000000.0,42450000000.0,34.13,26.89,4.02,7.16,4.56,7.99,23.09,21.16,27.42,5.82,14.36,5310000000.0,51.33,2.8,3280000000.0,1840000000.0,1120000000.0,10.73,9.3,320800000.0,3.09,4720000000.0,56.53,1.11,80.38,1470000000.0,1380000000.0,1.05,371.02,338.31,103840000.0,103840000.0,103340000.0,2.26,94.84,1540000.0,2.86,2.01,1730000.0
0,0,ROST,0,0,0,0,38960000000.0,40960000000.0,24.86,21.49,2.62,2.56,11.94,2.7,17.29,10.47,13.4,16.88,49.72,15190000000.0,41.41,5.8,4830000000.0,2370000000.0,1590000000.0,4.3,0.7,1370000000.0,3.75,3360000000.0,102.95,1.34,8.95,2100000000.0,1350000000.0,0.84,102.83,96.25,2390000.0,367440000.0,356920000.0,2.1,95.99,5630000.0,2.23,1.57,5900000.0
0,0,RRC,0,0,0,0,1300000000.0,5110000000.0,,10.77,-0.79,0.4,0.3,1.56,3.86,-48.7,7.84,1.49,-32.16,3280000000.0,13.29,-13.6,1530000000.0,1320000000.0,-1600000000.0,-6.48,,0.0,0.0,3850000000.0,92.01,0.75,17.07,890690000.0,82980000.0,0.95,6.27,9.18,9050000.0,251140000.0,243290000.0,1.41,109.62,65910000.0,7.83,31.88,62670000.0
0,0,RSG,0,0,0,0,29040000000.0,37620000000.0,27.93,25.15,2.84,2.85,3.64,3.7,13.35,10.32,16.89,4.97,13.28,10170000000.0,31.45,3.5,3850000000.0,2820000000.0,1050000000.0,3.23,7.1,72500000.0,0.23,8730000000.0,109.74,0.41,24.79,2190000000.0,776860000.0,0.46,87.09,81.48,1010000.0,321680000.0,211450000.0,0.17,96.87,4520000.0,4.81,2.13,4179999.9999999995
0,0,RSH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,RTN,0,0,0,0,52860000000.0,57110000000.0,17.49,14.58,1.35,1.88,4.33,2.04,13.91,10.96,12.81,7.14,25.73,28050000000.0,99.15,8.1,7490000000.0,4099999999.9999995,3080000000.0,10.85,2.1,2170000000.0,7.8,5980000000.0,47.35,1.46,43.84,2400000000.0,998750000.0,1.02,179.07,178.21,2100000.0,280220000.0,277920000.0,0.18,76.92,2770000.0,1.29,0.99,3010000.0
0,0,S,0,0,0,0,32689999999.999996,65610000000.0,,-61.46,0.65,0.97,1.25,1.95,5.13,-5.78,10.1,2.49,-7.4,33600000000.0,8.28,4.4,20210000000.0,12780000000.0,-1940000000.0,-0.48,,7050000000.0,1.72,39920000000.0,152.8,1.06,6.39,10430000000.0,-2890000000.0,0.2,7.01,6.38,26670000.0,4000000000.0,633420000.0,0.22,15.11,111700000.0,5.79,,109900000.0
0,0,SAI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SBUX,0,0,0,0,120040000000.0,127130000000.0,35.43,31.97,2.49,4.61,,4.88,24.02,13.63,14.69,,,26070000000.0,20.74,8.1,7350000000.0,5290000000.0,3550000000.0,2.8,61.0,2130000000.0,1.76,9220000000.0,,,-4.16,,,0.52,86.86,76.22,7660000.0,1210000000.0,1170000000.0,3.21,75.31,21630000.0,3.09,1.8,24200000.0
0,0,SCG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SCHL,0,0,0,0,1190000000.0,865560000.0,78.77,,4.07,0.72,0.94,0.52,8.84,0.94,2.39,,1.21,1650000000.0,46.98,-5.1,874000000.0,97870000.0,15600000.0,0.43,-64.8,338100000.0,9.6,11000000.0,0.87,,36.04,,,0.93,33.05,38.35,33560000.0,33560000.0,29780000.0,10.78,86.83,5.85,5.85,3.66,1030000.0
0,0,SCHW,0,0,0,0,58810000000.0,27600000000.0,16.56,16.19,4.73,5.52,2.75,2.59,,35.29,46.27,1.4,18.16,10650000000.0,7.95,7.8,9890000000.0,,3580000000.0,2.66,8.2,38300000000.0,28.84,7400000000.0,34.74,0.32,16.04,,,0.92,41.22,44.04,8440000.0,1340000000.0,1190000000.0,11.25,81.15,16579999.999999998,1.66,1.39,16579999.999999998
0,0,SD,0,0,0,0,233750000.0,244130000.0,8.74,2.96,0.78,0.74,0.27,0.77,1.3,8.4,10.77,2.03,3.2,316030000.0,8.97,-15.9,237220000.0,188090000.0,26540000.0,0.75,,7350000.0,0.21,20360000.0,2.41,0.39,23.9,146680000.0,-30670000.0,1.42,6.5,7.74,35690000.0,35690000.0,34230000.0,2.2,82.99,1360000.0,5.68,4.45,1380000.0
0,0,SE,0,0,0,0,16640000000.0,12270000000.0,,-36.3,,16.25,9.06,11.98,-13.12,-140.26,-100.09,-21.72,-156.9,1020000000.0,2.95,126.9,14760000.0,-935000000.0,-1440000000.0,-4.13,,2360000000.0,6.37,767530000.0,50.04,2.26,4.13,-418680000.0,-415670000.0,,33.93,24.58,3940000.0,444970000.0,188650000.0,2.22,40.85,28840000.0,8.67,,29420000.0
0,0,SEE,0,0,0,0,6860000000.0,10190000000.0,15.46,14.54,1.22,1.45,,2.16,12.27,9.57,14.83,8.57,,4710000000.0,30.07,-1.6,1500000000.0,830300000.0,421600000.0,2.85,,236000000.0,1.52,3570000000.0,,1.05,-1.88,526799999.99999994,255440000.0,1.08,43.42,43.16,1230000.0,155700000.0,153510000.0,1.51,100.27,6550000.0,5.33,4.77,8310000.000000001
0,0,SFLY,0,0,0,0,1740000000.0,2600000000.0,,29.07,1.78,0.83,2.89,1.25,11.99,-0.29,3.88,3.04,-1.05,2089999999.9999998,62.18,62.6,1010000000.0,216560000.0,-6060000.0,-0.18,,180780000.0,5.29,1050000000.0,175.02,1.2,17.51,182140000.0,241570000.0,1.31,50.54,45.67,1060000.0,34200000.0,33920000.0,0.59,114.18,3930000.0,5.45,16.21,4310000.0
0,0,SHLD,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SHW,0,0,0,0,47260000000.0,58310000000.0,41.19,21.18,1.7,2.67,12.55,3.29,22.41,6.61,11.42,6.11,31.26,17710000000.0,191.8,2.2,7420000000.0,2600000000.0,1170000000.0,12.44,16.7,145580000.0,1.59,11180000000.0,298.33,0.8,40.83,2120000000.0,1680000000.0,1.24,469.38,439.93,92320000.0,92320000.0,82080000.0,10.73,78.98,1400000.0,3.24,1.69,1360000.0
0,0,SIAL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SIRI,0,0,0,0,28660000000.0,36220000000.0,26.58,23.92,5.05,4.67,188.48,5.9,16.98,17.08,29.48,11.59,,6140000000.0,1.37,26.8,3060000000.0,2130000000.0,1050000000.0,0.23,-43.9,62000000.0,0.01,7630000000.0,4953.25,0.28,0.03,1860000000.0,1030000000.0,0.96,5.82,5.84,24200000.0,4480000000.0,1300000000.0,73.14,17.8,195620000.0,8.12,13.79,179410000.0
0,0,SJM,0,0,0,0,13030000000.0,18850000000.0,25.28,13.01,2.91,1.66,1.63,2.41,11.8,6.56,14.69,4.49,6.49,7840000000.0,68.87,6.8,2920000000.0,1600000000.0,514400000.0,4.52,-61.5,101300000.0,0.89,5960000000.0,74.77,0.69,70.07,1140000000.0,713240000.0,0.57,118.0,114.39,114040000.0,114040000.0,109210000.0,4.53,80.53,6760000.0,6.72,6.98,5340000.0
0,0,SKS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SLB,0,0,0,0,55330000000.0,70480000000.0,26.85,20.21,1.74,1.69,1.54,2.15,10.64,6.38,9.06,2.64,5.82,32830000000.0,23.71,-0.4,4340000000.0,6620000000.0,2100000000.0,1.49,14.4,2350000000.0,1.7,17079999999.999998,47.08,1.39,25.92,5590000000.0,2670000000.0,1.87,38.8,41.58,10010000.0,1380000000.0,1380000000.0,0.12,80.19,23790000.0,2.62,1.72,18390000.0
0,0,SLM,0,0,0,0,3960000000.0,5220000000.0,7.49,6.63,0.48,3.25,1.47,4.29,,46.03,52.67,2.08,19.22,1220000000.0,2.81,13.2,1120000000.0,,542730000.0,1.24,36.8,4000000000.0,9.37,4860000000.0,157.0,1.37,6.32,-86290000.0,,1.75,9.51,10.1,2870000.0,432270000.0,385020000.0,0.48,104.1,23150000.0,8.04,5.35,25220000.0
0,0,SNA,0,0,0,0,8580000000.0,9610000000.0,12.61,11.97,1.73,2.11,2.61,2.37,9.24,17.16,23.7,11.11,22.23,4059999999.9999995,72.83,-0.1,2100000000.0,1040000000.0,696500000.0,12.32,1.0,163900000.0,2.97,1180000000.0,35.7,2.48,59.56,692500000.0,429390000.0,1.33,160.13,160.64,55400000.0,55400000.0,54530000.0,1.23,101.38,8940000.0,19.74,18.28,8930000.0
0,0,SNDK,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SNE,0,0,0,0,68280000000.0,68540000000.00001,11.52,14.65,-0.66,,2.28,,,10.57,0.0,2.65,23.86,,,9.6,,,,4.76,,,,,30.86,0.86,24.08,,,1.02,53.34,48.83,1570000.0,1270000000.0,1230000000.0,0.0,7.8,3550000.0,2.68,,2850000.0
0,0,SNI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SNTS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SO,0,0,0,0,57990000000.0,108220000000.0,17.08,17.64,8.41,2.57,2.19,4.8,14.6,14.96,17.24,2.15,11.89,22540000000.0,21.94,-15.1,9650000000.0,7410000000.0,3370000000.0,3.26,122.2,1360000000.0,1.31,45970000000.0,148.39,0.88,25.41,6180000000.0,-3210000000.0,0.28,55.68,52.18,4070000.0000000005,1040000000.0,1040000000.0,0.08,57.65,18130000.0,4.5,1.74,16110000.0
0,0,SPG,0,0,0,0,48920000000.0,73700000000.0,20.7,21.66,2.62,8.7,15.43,13.1,17.65,42.09,51.12,5.81,67.12,5630000000.0,18.19,-1.0,4620000000.0,4170000000.0,2360000000.0,7.65,-11.6,436800000.0,1.41,23710000000.0,603.9,0.29,10.26,3740000000.0,1890000000.0,0.54,161.72,173.25,1500000.0,308990000.0,306780000.0,0.5,98.75,10290000.0,6.96,4.37,9860000.0
0,0,SPLS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SRCL,0,0,0,0,4269999999.9999995,7430000000.0,,12.42,2.09,1.25,1.66,2.17,10.97,-8.91,12.12,3.74,-11.07,3420000000.0,38.7,-7.3,1390000000.0,677500000.0,-312100000.0,-3.54,,48200000.0,0.53,3200000000.0,124.57,1.02,28.27,91500000.0,31250000.0,1.99,46.21,48.24,90770000.0,90770000.0,89960000.0,1.24,104.16,11900000.0,16.66,14.92,10130000.0
0,0,SRE,0,0,0,0,38490000000.0,67900000000.00001,37.77,19.98,2.83,3.19,2.55,5.64,17.07,9.55,20.0,2.47,7.17,12050000000.0,44.26,14.3,4090000000.0,3980000000.0,1210000000.0,3.71,27.2,78000000.0,0.28,25110000000.0,128.96,0.38,55.07,3430000000.0,-761880000.0,0.33,138.67,127.19,1360000.0,274180000.0,273950000.0,0.15,99.42,21330000.0,17.28,8.84,20510000.0
0,0,STI,0,0,0,0,29500000000.0,51110000000.0,11.66,11.83,4.62,3.29,1.3,5.7,,30.23,38.55,1.28,11.08,8970000000.0,19.73,-1.5,9010000000.0,,2610000000.0,5.7,-9.8,10300000000.0,23.21,29290000000.0,,,51.15,1950000000.0,,1.56,63.89,62.69,2450000.0,464830000.0,441940000.0,0.37,82.93,9710000.0,3.52,2.18,10110000.0
